"_unit_id"	"_created_at"	"_id"	"_started_at"	"_tainted"	"_channel"	"_trust"	"_worker_id"	"_country"	"_region"	"_city"	"_ip"	"describe_the_situation_in_indonesian"	"image_url"	"category"	"label"
627513265	"12/17/2014 13:16:01"	1504659213	"12/17/2014 13:11:09"	"false"	"clixsense"	1	12987338	"IDN"			"36.73.146.131"	"sebuah cangkir terletak di atas meja lengkap dengan lepeknya"	"http://sites.google.com/site/barendbeekhuizen/home/stimuli/01.pdf.jpg"	1	"di atas"
627513265	"12/17/2014 13:16:29"	1504659416	"12/17/2014 13:09:17"	"false"	"neodev"	1	12337397	"IDN"			"36.80.188.75"	"Cangkir dan piring cawan yang diletakkan di atas sebuah meja."	"http://sites.google.com/site/barendbeekhuizen/home/stimuli/01.pdf.jpg"	1	"di atas"
627513265	"12/17/2014 13:16:38"	1504659528	"12/17/2014 13:11:09"	"false"	"neodev"	1	30191973	"IDN"	30	"Bandung"	"36.80.9.177"	"ada cangkir dan alasnya di atas meja."	"http://sites.google.com/site/barendbeekhuizen/home/stimuli/01.pdf.jpg"	1	"di atas"
627513265	"12/17/2014 13:07:52"	1504655445	"12/17/2014 13:06:06"	"false"	"clixsense"	1	29131613	"IDN"	4	"Jakarta"	"120.170.121.23"	"Secangkir kopi dipagi hari"	"http://sites.google.com/site/barendbeekhuizen/home/stimuli/01.pdf.jpg"	5	
627513265	"12/17/2014 13:17:13"	1504659842	"12/17/2014 13:10:07"	"false"	"clixsense"	1	29987324	"IDN"	4	"Jakarta"	"202.62.17.121"	"a cup of tea is also a culture in Indonsia"	"http://sites.google.com/site/barendbeekhuizen/home/stimuli/01.pdf.jpg"	5	
627513266	"12/17/2014 13:00:03"	1504651655	"12/17/2014 12:55:59"	"false"	"elite"	1	25913511	"IDN"			"39.230.92.8"	"Buah apel dalam mangkuk"	"http://sites.google.com/site/barendbeekhuizen/home/stimuli/02.pdf.jpg"	1	"dalam"
627513266	"12/17/2014 12:46:09"	1504645360	"12/17/2014 12:42:34"	"false"	"clixsense"	1	16703773	"IDN"	4	"Jakarta"	"180.214.232.93"	"Buah apel di dalam mangkok"	"http://sites.google.com/site/barendbeekhuizen/home/stimuli/02.pdf.jpg"	1	"di dalam"
627513266	"12/17/2014 12:47:31"	1504645938	"12/17/2014 12:41:45"	"false"	"elite"	1	25620782	"IDN"	10	"Yogyakarta"	"118.97.15.67"	"buah apel didalam mangkuk."	"http://sites.google.com/site/barendbeekhuizen/home/stimuli/02.pdf.jpg"	1	"di dalam"
627513266	"12/17/2014 12:47:55"	1504646107	"12/17/2014 12:45:15"	"false"	"elite"	1	30555834	"IDN"	4	"Jakarta"	"202.152.202.135"	"sebuah apel di dalam mangkuk kaca."	"http://sites.google.com/site/barendbeekhuizen/home/stimuli/02.pdf.jpg"	1	"di dalam"
627513266	"12/17/2014 12:48:57"	1504646586	"12/17/2014 12:43:25"	"false"	"neodev"	1	29785873	"IDN"	4	"Jakarta"	"180.214.232.67"	"Buah apel yang disimpan di dalam mangkok"	"http://sites.google.com/site/barendbeekhuizen/home/stimuli/02.pdf.jpg"	1	"di dalam"
627513266	"12/17/2014 12:49:27"	1504646754	"12/17/2014 12:46:41"	"false"	"goldtasks"	1	28851960	"IDN"	8	"Malang"	"125.164.96.30"	"sebuah apel didalam mangkuk"	"http://sites.google.com/site/barendbeekhuizen/home/stimuli/02.pdf.jpg"	1	"di dalam"
627513266	"12/17/2014 12:52:12"	1504648018	"12/17/2014 12:47:00"	"false"	"neodev"	1	12337397	"IDN"			"36.80.188.75"	"Sebuah apel berada di dalam sebuah mangkuk."	"http://sites.google.com/site/barendbeekhuizen/home/stimuli/02.pdf.jpg"	1	"di dalam"
627513266	"12/17/2014 12:55:09"	1504649366	"12/17/2014 12:53:06"	"false"	"elite"	1	30257608	"IDN"	30	"Bogor"	"180.252.81.112"	"buah apel di dalam mangkuk"	"http://sites.google.com/site/barendbeekhuizen/home/stimuli/02.pdf.jpg"	1	"di dalam"
627513266	"12/17/2014 13:00:33"	1504651906	"12/17/2014 12:57:03"	"false"	"neodev"	1	30541755	"IDN"	30	"Tangerang"	"114.79.37.121"	"buah di dalam sebuah mangkuk"	"http://sites.google.com/site/barendbeekhuizen/home/stimuli/02.pdf.jpg"	1	"di dalam"
627513266	"12/17/2014 13:05:42"	1504654422	"12/17/2014 12:43:41"	"false"	"neodev"	1	30419242	"IDN"			"36.85.128.47"	"Ini adalah gambar buah apel yang berada didalam wadah tertentu."	"http://sites.google.com/site/barendbeekhuizen/home/stimuli/02.pdf.jpg"	1	"di dalam"
627513266	"12/17/2014 13:06:13"	1504654751	"12/17/2014 13:01:06"	"false"	"neodev"	1	11298656	"IDN"	7	"Semarang"	"125.166.236.73"	"buah apel ada di dalam mangkok"	"http://sites.google.com/site/barendbeekhuizen/home/stimuli/02.pdf.jpg"	1	"di dalam"
627513266	"12/17/2014 13:07:31"	1504655239	"12/17/2014 12:59:24"	"false"	"clixsense"	1	6329782	"IDN"	7		"202.67.40.17"	"Sebuah apel berada di dasar sebuah mangkok."	"http://sites.google.com/site/barendbeekhuizen/home/stimuli/02.pdf.jpg"	1	"di dasar"
627513266	"12/17/2014 12:52:20"	1504648090	"12/17/2014 12:41:31"	"false"	"clixsense"	1	12987338	"IDN"			"36.73.146.131"	"mangkok berisi buah."	"http://sites.google.com/site/barendbeekhuizen/home/stimuli/02.pdf.jpg"	5	
627513266	"12/17/2014 13:02:06"	1504652669	"12/17/2014 12:46:40"	"false"	"clixsense"	1	29987324	"IDN"	4	"Jakarta"	"202.62.17.121"	"Some people In Indonesia eat fruit every day.and Indonesian Fruit Quality is so good."	"http://sites.google.com/site/barendbeekhuizen/home/stimuli/02.pdf.jpg"	5	
627513266	"12/17/2014 13:02:37"	1504652910	"12/17/2014 13:00:01"	"false"	"clixsense"	1	29131613	"IDN"	4	"Jakarta"	"120.170.121.23"	"Jus apel"	"http://sites.google.com/site/barendbeekhuizen/home/stimuli/02.pdf.jpg"	5	
627513267	"12/17/2014 13:00:02"	1504651613	"12/17/2014 12:57:35"	"false"	"goldtasks"	1	28851960	"IDN"	8	"Malang"	"125.164.96.30"	"prangko di surat"	"http://sites.google.com/site/barendbeekhuizen/home/stimuli/03.pdf.jpg"	1	"di"
627513267	"12/17/2014 13:00:29"	1504651859	"12/17/2014 12:57:58"	"false"	"elite"	1	30555834	"IDN"	4	"Jakarta"	"202.152.202.135"	"perangko menempel di sebuah amplop."	"http://sites.google.com/site/barendbeekhuizen/home/stimuli/03.pdf.jpg"	1	"di"
627513267	"12/17/2014 13:04:56"	1504653991	"12/17/2014 13:01:57"	"false"	"neodev"	1	29785873	"IDN"	4	"Jakarta"	"180.214.232.67"	"Prangko yang menempel di amplop"	"http://sites.google.com/site/barendbeekhuizen/home/stimuli/03.pdf.jpg"	1	"di"
627513267	"12/17/2014 13:15:16"	1504658802	"12/17/2014 13:13:46"	"false"	"elite"	1	28857875	"IDN"	4	"Jakarta"	"180.244.12.118"	"sebuah perangko di surat"	"http://sites.google.com/site/barendbeekhuizen/home/stimuli/03.pdf.jpg"	1	"di"
627513267	"12/17/2014 13:16:02"	1504659229	"12/17/2014 13:13:23"	"false"	"neodev"	1	30541755	"IDN"	30	"Tangerang"	"114.79.37.121"	"sebuah perangko tertempel di kartu pos"	"http://sites.google.com/site/barendbeekhuizen/home/stimuli/03.pdf.jpg"	1	"di"
627513267	"12/17/2014 13:16:30"	1504659471	"12/17/2014 13:11:45"	"false"	"clixsense"	1	14143334	"IDN"	8	"Surabaya"	"180.251.109.230"	"Sebuah perangko menempel di amplop surat."	"http://sites.google.com/site/barendbeekhuizen/home/stimuli/03.pdf.jpg"	1	"di"
627513267	"12/17/2014 13:00:50"	1504652006	"12/17/2014 12:59:50"	"false"	"elite"	1	30257608	"IDN"	30	"Bogor"	"180.252.81.112"	"perangko di atas amplop"	"http://sites.google.com/site/barendbeekhuizen/home/stimuli/03.pdf.jpg"	1	"di atas"
627513267	"12/17/2014 13:17:22"	1504659885	"12/17/2014 13:11:54"	"false"	"neodev"	1	13923091	"IDN"	4	"Jakarta"	"202.73.225.64"	"Perangko di atas amplop."	"http://sites.google.com/site/barendbeekhuizen/home/stimuli/03.pdf.jpg"	1	"di atas"
627513267	"12/17/2014 13:04:32"	1504653817	"12/17/2014 13:01:32"	"false"	"elite"	1	25620782	"IDN"	10	"Yogyakarta"	"118.97.15.67"	"sebuah perangko yang tertempel pada amplop surat."	"http://sites.google.com/site/barendbeekhuizen/home/stimuli/03.pdf.jpg"	1	"pada"
627513267	"12/17/2014 13:13:48"	1504658130	"12/17/2014 13:12:07"	"false"	"neodev"	1	11298656	"IDN"	7	"Semarang"	"125.166.236.73"	"perangko yang menempel pada surat"	"http://sites.google.com/site/barendbeekhuizen/home/stimuli/03.pdf.jpg"	1	"pada"
627513267	"12/17/2014 13:24:12"	1504663438	"12/17/2014 13:12:22"	"false"	"neodev"	1	27829625	"IDN"	4	"Jakarta"	"223.255.229.73"	"Sebuah kartu pos dengan stempel pos disertai perangko."	"http://sites.google.com/site/barendbeekhuizen/home/stimuli/03.pdf.jpg"	3	
627513267	"12/17/2014 13:09:32"	1504656203	"12/17/2014 13:07:36"	"false"	"clixsense"	1	6330616	"IDN"	30	"Tangerang"	"180.243.228.228"	"surat dengan alamat yang dituju"	"http://sites.google.com/site/barendbeekhuizen/home/stimuli/03.pdf.jpg"	5	
627513267	"12/17/2014 13:10:00"	1504656427	"12/17/2014 13:07:54"	"false"	"clixsense"	1	29131613	"IDN"	4	"Jakarta"	"120.170.121.23"	"Kartu Pos"	"http://sites.google.com/site/barendbeekhuizen/home/stimuli/03.pdf.jpg"	5	
627513267	"12/17/2014 13:11:53"	1504657416	"12/17/2014 13:09:43"	"false"	"elite"	1	25913511	"IDN"			"39.230.92.8"	"Perangko buat surat"	"http://sites.google.com/site/barendbeekhuizen/home/stimuli/03.pdf.jpg"	5	
627513267	"12/17/2014 13:13:41"	1504658063	"12/17/2014 13:10:56"	"false"	"elite"	1	25411600	"IDN"	4	"Jakarta"	"139.192.135.78"	"Sebuah kartu pos dengan perangko."	"http://sites.google.com/site/barendbeekhuizen/home/stimuli/03.pdf.jpg"	5	
627513268	"12/17/2014 12:57:34"	1504650276	"12/17/2014 12:55:32"	"false"	"goldtasks"	1	28851960	"IDN"	8	"Malang"	"125.164.96.30"	"seikat pita di sebuah lilin"	"http://sites.google.com/site/barendbeekhuizen/home/stimuli/04.pdf.jpg"	1	"di"
627513268	"12/17/2014 12:59:48"	1504651438	"12/17/2014 12:58:50"	"false"	"elite"	1	30257608	"IDN"	30	"Bogor"	"180.252.81.112"	"pita di lilin"	"http://sites.google.com/site/barendbeekhuizen/home/stimuli/04.pdf.jpg"	1	"di"
627513268	"12/17/2014 13:01:31"	1504652319	"12/17/2014 12:57:48"	"false"	"elite"	1	25620782	"IDN"	10	"Yogyakarta"	"118.97.15.67"	"sebuah pita yang diikatkan di sebuah botol."	"http://sites.google.com/site/barendbeekhuizen/home/stimuli/04.pdf.jpg"	1	"di"
627513268	"12/17/2014 13:13:19"	1504657938	"12/17/2014 13:10:38"	"false"	"neodev"	1	30541755	"IDN"	30	"Tangerang"	"114.79.37.121"	"sebuah pita ddi ikat di sebatang lilin"	"http://sites.google.com/site/barendbeekhuizen/home/stimuli/04.pdf.jpg"	1	"di"
627513268	"12/17/2014 13:16:29"	1504659419	"12/17/2014 13:09:17"	"false"	"neodev"	1	12337397	"IDN"			"36.80.188.75"	"Sebuah pita diikatkan di sebuahh lilin."	"http://sites.google.com/site/barendbeekhuizen/home/stimuli/04.pdf.jpg"	1	"di"
627513268	"12/17/2014 13:09:41"	1504656277	"12/17/2014 13:07:28"	"false"	"elite"	1	25913511	"IDN"			"39.230.92.8"	"Pita pada lilin"	"http://sites.google.com/site/barendbeekhuizen/home/stimuli/04.pdf.jpg"	1	"pada"
627513268	"12/17/2014 13:16:38"	1504659545	"12/17/2014 13:11:09"	"false"	"neodev"	1	30191973	"IDN"	30	"Bandung"	"36.80.9.177"	"ada lilin yang di kasih ikatan pita."	"http://sites.google.com/site/barendbeekhuizen/home/stimuli/04.pdf.jpg"	3	
627513268	"12/17/2014 13:16:01"	1504659214	"12/17/2014 13:11:09"	"false"	"clixsense"	1	12987338	"IDN"			"36.73.146.131"	"lilin pesta dihiasi dengan pita cantik."	"http://sites.google.com/site/barendbeekhuizen/home/stimuli/04.pdf.jpg"	3	
627513268	"12/17/2014 12:57:55"	1504650473	"12/17/2014 12:55:53"	"false"	"elite"	1	30555834	"IDN"	4	"Jakarta"	"202.152.202.135"	"sebuah lilin yang diikat pita."	"http://sites.google.com/site/barendbeekhuizen/home/stimuli/04.pdf.jpg"	5	
627513268	"12/17/2014 13:01:55"	1504652536	"12/17/2014 12:59:01"	"false"	"neodev"	1	29785873	"IDN"	4	"Jakarta"	"180.214.232.67"	"Pita hiasan"	"http://sites.google.com/site/barendbeekhuizen/home/stimuli/04.pdf.jpg"	5	
627513268	"12/17/2014 13:07:35"	1504655254	"12/17/2014 13:06:17"	"false"	"clixsense"	1	6330616	"IDN"	30	"Tangerang"	"180.243.228.228"	"lilin kokbah"	"http://sites.google.com/site/barendbeekhuizen/home/stimuli/04.pdf.jpg"	5	
627513268	"12/17/2014 13:07:52"	1504655446	"12/17/2014 13:06:06"	"false"	"clixsense"	1	29131613	"IDN"	4	"Jakarta"	"120.170.121.23"	"kado ulang tahun"	"http://sites.google.com/site/barendbeekhuizen/home/stimuli/04.pdf.jpg"	5	
627513268	"12/17/2014 13:10:54"	1504656884	"12/17/2014 13:08:59"	"false"	"elite"	1	25411600	"IDN"	4	"Jakarta"	"139.192.135.78"	"Sebuah lilin yang diikat pita."	"http://sites.google.com/site/barendbeekhuizen/home/stimuli/04.pdf.jpg"	5	
627513268	"12/17/2014 13:12:05"	1504657490	"12/17/2014 13:10:25"	"false"	"neodev"	1	11298656	"IDN"	7	"Semarang"	"125.166.236.73"	"lilin ucapan hari ulang tahun"	"http://sites.google.com/site/barendbeekhuizen/home/stimuli/04.pdf.jpg"	5	
627513268	"12/17/2014 13:17:13"	1504659849	"12/17/2014 13:10:07"	"false"	"clixsense"	1	29987324	"IDN"	4	"Jakarta"	"202.62.17.121"	"Ribbon in Indonesia usually usefull for present"	"http://sites.google.com/site/barendbeekhuizen/home/stimuli/04.pdf.jpg"	5	
627513269	"12/17/2014 13:01:36"	1504652375	"12/17/2014 13:00:04"	"false"	"goldtasks"	1	28851960	"IDN"	8	"Malang"	"125.164.96.30"	"topi di kepala seseorang"	"http://sites.google.com/site/barendbeekhuizen/home/stimuli/05.pdf.jpg"	1	"di"
627513269	"12/17/2014 13:17:28"	1504659940	"12/17/2014 13:15:17"	"false"	"elite"	1	28857875	"IDN"	4	"Jakarta"	"180.244.12.118"	"sebuah topi di kepala"	"http://sites.google.com/site/barendbeekhuizen/home/stimuli/05.pdf.jpg"	1	"di"
627513269	"12/17/2014 13:01:58"	1504652592	"12/17/2014 13:00:51"	"false"	"elite"	1	30257608	"IDN"	30	"Bogor"	"180.252.81.112"	"topi diatas kepala"	"http://sites.google.com/site/barendbeekhuizen/home/stimuli/05.pdf.jpg"	1	"di atas"
627513269	"12/17/2014 13:21:39"	1504662136	"12/17/2014 13:16:34"	"false"	"clixsense"	1	14143334	"IDN"	8	"Surabaya"	"180.251.109.230"	"Sebuah topi di atas kepala seorang pria."	"http://sites.google.com/site/barendbeekhuizen/home/stimuli/05.pdf.jpg"	1	"di atas"
627513269	"12/17/2014 13:23:43"	1504663196	"12/17/2014 13:16:32"	"false"	"neodev"	1	12337397	"IDN"			"36.80.188.75"	"Sebuah topi koboi yang dikenakan oleh seorang pria di bagian atas kepala menutupi mata dan bagian atas telinganya."	"http://sites.google.com/site/barendbeekhuizen/home/stimuli/05.pdf.jpg"	1	"di atas"
627513269	"12/17/2014 13:03:41"	1504653412	"12/17/2014 13:00:32"	"false"	"elite"	1	30555834	"IDN"	4	"Jakarta"	"202.152.202.135"	"sebuah topi dikenakan seseorang."	"http://sites.google.com/site/barendbeekhuizen/home/stimuli/05.pdf.jpg"	2	
627513269	"12/17/2014 13:09:39"	1504656256	"12/17/2014 13:04:33"	"false"	"elite"	1	25620782	"IDN"	10	"Yogyakarta"	"118.97.15.67"	"sebuah topi bundar yang dipakai seorang pria."	"http://sites.google.com/site/barendbeekhuizen/home/stimuli/05.pdf.jpg"	2	
627513269	"12/17/2014 13:15:16"	1504658832	"12/17/2014 13:13:49"	"false"	"neodev"	1	11298656	"IDN"	7	"Semarang"	"125.166.236.73"	"topi yang dipakai orang"	"http://sites.google.com/site/barendbeekhuizen/home/stimuli/05.pdf.jpg"	2	
627513269	"12/17/2014 13:16:13"	1504659295	"12/17/2014 13:13:44"	"false"	"elite"	1	25411600	"IDN"	4	"Jakarta"	"139.192.135.78"	"Pria memakai topi."	"http://sites.google.com/site/barendbeekhuizen/home/stimuli/05.pdf.jpg"	3	
627513269	"12/17/2014 13:11:11"	1504657045	"12/17/2014 13:09:34"	"false"	"clixsense"	1	6330616	"IDN"	30	"Tangerang"	"180.243.228.228"	"seseorang yang memakai topi"	"http://sites.google.com/site/barendbeekhuizen/home/stimuli/05.pdf.jpg"	3	
627513269	"12/17/2014 13:14:09"	1504658260	"12/17/2014 13:11:55"	"false"	"elite"	1	25913511	"IDN"			"39.230.92.8"	"Pria memakai topi"	"http://sites.google.com/site/barendbeekhuizen/home/stimuli/05.pdf.jpg"	3	
627513269	"12/17/2014 13:07:50"	1504655424	"12/17/2014 13:04:58"	"false"	"neodev"	1	29785873	"IDN"	4	"Jakarta"	"180.214.232.67"	"Topi yang sedang dipakai"	"http://sites.google.com/site/barendbeekhuizen/home/stimuli/05.pdf.jpg"	5	
627513269	"12/17/2014 13:19:10"	1504660764	"12/17/2014 13:16:05"	"false"	"neodev"	1	30541755	"IDN"	30	"Tangerang"	"114.79.37.121"	"topi dengan corak garis-garis"	"http://sites.google.com/site/barendbeekhuizen/home/stimuli/05.pdf.jpg"	5	
627513269	"12/17/2014 13:21:51"	1504662209	"12/17/2014 13:16:03"	"false"	"clixsense"	1	12987338	"IDN"			"36.73.146.131"	"topi sebagai pelengkap busana."	"http://sites.google.com/site/barendbeekhuizen/home/stimuli/05.pdf.jpg"	5	
627513269	"12/17/2014 13:11:47"	1504657318	"12/17/2014 13:10:02"	"false"	"clixsense"	1	29131613	"IDN"	4	"Jakarta"	"120.170.121.23"	"Lelaki pesolek"	"http://sites.google.com/site/barendbeekhuizen/home/stimuli/05.pdf.jpg"	5	
627513270	"12/17/2014 13:11:07"	1504657012	"12/17/2014 13:00:51"	"false"	"clixsense"	1	12987338	"IDN"			"36.73.146.131"	"anjing setia di depan kandangnya  menunggu kedatangan tuannya."	"http://sites.google.com/site/barendbeekhuizen/home/stimuli/06.pdf.jpg"	1	"di depan"
627513270	"12/17/2014 12:53:25"	1504648554	"12/17/2014 12:50:29"	"false"	"elite"	1	30555834	"IDN"	4	"Jakarta"	"202.152.202.135"	"seekor anjing duduk di luar kandangnya."	"http://sites.google.com/site/barendbeekhuizen/home/stimuli/06.pdf.jpg"	1	"di luar"
627513270	"12/17/2014 12:53:42"	1504648735	"12/17/2014 12:50:37"	"false"	"elite"	1	25620782	"IDN"	10	"Yogyakarta"	"118.97.15.67"	"seekor anjing yang sedang duduk di luar rumah anjing."	"http://sites.google.com/site/barendbeekhuizen/home/stimuli/06.pdf.jpg"	1	"di luar"
627513270	"12/17/2014 13:17:17"	1504659873	"12/17/2014 13:05:45"	"false"	"neodev"	1	30419242	"IDN"			"36.85.128.47"	"Ini adalah gambar seekor anjing sedang berada diluar samping kandangnya."	"http://sites.google.com/site/barendbeekhuizen/home/stimuli/06.pdf.jpg"	1	"di luar"
627513270	"12/17/2014 12:53:33"	1504648650	"12/17/2014 12:51:35"	"false"	"goldtasks"	1	28851960	"IDN"	8	"Malang"	"125.164.96.30"	"anjing di samping rumah anjing"	"http://sites.google.com/site/barendbeekhuizen/home/stimuli/06.pdf.jpg"	1	"di samping"
627513270	"12/17/2014 12:57:43"	1504650338	"12/17/2014 12:56:35"	"false"	"elite"	1	30257608	"IDN"	30	"Bogor"	"180.252.81.112"	"anjing disamping kandang"	"http://sites.google.com/site/barendbeekhuizen/home/stimuli/06.pdf.jpg"	1	"di samping"
627513270	"12/17/2014 13:03:19"	1504653214	"12/17/2014 12:59:01"	"false"	"neodev"	1	12337397	"IDN"			"36.80.188.75"	"Seekor anjing duduk di samping rumah anjing"	"http://sites.google.com/site/barendbeekhuizen/home/stimuli/06.pdf.jpg"	1	"di samping"
627513270	"12/17/2014 13:08:10"	1504655576	"12/17/2014 13:06:15"	"false"	"neodev"	1	11298656	"IDN"	7	"Semarang"	"125.166.236.73"	"anjing disamping kandangnya"	"http://sites.google.com/site/barendbeekhuizen/home/stimuli/06.pdf.jpg"	1	"di samping"
627513270	"12/17/2014 13:10:35"	1504656729	"12/17/2014 13:03:30"	"false"	"neodev"	1	30541755	"IDN"	30	"Tangerang"	"114.79.37.121"	"anjing berdiri di samping kandangnya"	"http://sites.google.com/site/barendbeekhuizen/home/stimuli/06.pdf.jpg"	1	"di samping"
627513270	"12/17/2014 13:13:44"	1504658089	"12/17/2014 13:11:55"	"false"	"elite"	1	28857875	"IDN"	4	"Jakarta"	"180.244.12.118"	"seekor anjing di samping rumahnya"	"http://sites.google.com/site/barendbeekhuizen/home/stimuli/06.pdf.jpg"	1	"di samping"
627513270	"12/17/2014 13:04:21"	1504653715	"12/17/2014 13:02:23"	"false"	"clixsense"	1	6330616	"IDN"	30	"Tangerang"	"180.243.228.228"	"anjing disebelah kandangnya"	"http://sites.google.com/site/barendbeekhuizen/home/stimuli/06.pdf.jpg"	1	"di sebelah"
627513270	"12/17/2014 13:08:57"	1504655958	"12/17/2014 13:04:58"	"false"	"elite"	1	25411600	"IDN"	4	"Jakarta"	"139.192.135.78"	"Seekor anjing duduk di sebelah rumahnya."	"http://sites.google.com/site/barendbeekhuizen/home/stimuli/06.pdf.jpg"	1	"di sebelah"
627513270	"12/17/2014 12:56:09"	1504649722	"12/17/2014 12:52:50"	"false"	"neodev"	1	29785873	"IDN"	4	"Jakarta"	"180.214.232.67"	"Anjing sedang duduk di sisi kandangnya"	"http://sites.google.com/site/barendbeekhuizen/home/stimuli/06.pdf.jpg"	1	"di sisi"
627513270	"12/17/2014 13:05:20"	1504654300	"12/17/2014 13:03:02"	"false"	"elite"	1	25913511	"IDN"			"39.230.92.8"	"Anjing sedang duduk"	"http://sites.google.com/site/barendbeekhuizen/home/stimuli/06.pdf.jpg"	3	
627513270	"12/17/2014 13:04:16"	1504653688	"12/17/2014 13:02:40"	"false"	"clixsense"	1	29131613	"IDN"	4	"Jakarta"	"120.170.121.23"	"Anjing dan rumahnya"	"http://sites.google.com/site/barendbeekhuizen/home/stimuli/06.pdf.jpg"	5	
627513271	"12/17/2014 13:01:58"	1504652589	"12/17/2014 13:00:51"	"false"	"elite"	1	30257608	"IDN"	30	"Bogor"	"180.252.81.112"	"laba-laba di atap"	"http://sites.google.com/site/barendbeekhuizen/home/stimuli/07.pdf.jpg"	1	"di"
627513271	"12/17/2014 13:03:41"	1504653414	"12/17/2014 13:00:32"	"false"	"elite"	1	30555834	"IDN"	4	"Jakarta"	"202.152.202.135"	"seekor laba-laba di langit-langit ruangan."	"http://sites.google.com/site/barendbeekhuizen/home/stimuli/07.pdf.jpg"	1	"di"
627513271	"12/17/2014 13:07:50"	1504655420	"12/17/2014 13:04:58"	"false"	"neodev"	1	29785873	"IDN"	4	"Jakarta"	"180.214.232.67"	"laba-laba di langit-langit rumah"	"http://sites.google.com/site/barendbeekhuizen/home/stimuli/07.pdf.jpg"	1	"di"
627513271	"12/17/2014 13:09:39"	1504656259	"12/17/2014 13:04:33"	"false"	"elite"	1	25620782	"IDN"	10	"Yogyakarta"	"118.97.15.67"	"seekor laba-laba di langit-langit ruangan."	"http://sites.google.com/site/barendbeekhuizen/home/stimuli/07.pdf.jpg"	1	"di"
627513271	"12/17/2014 13:11:47"	1504657324	"12/17/2014 13:10:02"	"false"	"clixsense"	1	29131613	"IDN"	4	"Jakarta"	"120.170.121.23"	"Laba laba di atap rumah"	"http://sites.google.com/site/barendbeekhuizen/home/stimuli/07.pdf.jpg"	1	"di"
627513271	"12/17/2014 13:14:09"	1504658259	"12/17/2014 13:11:55"	"false"	"elite"	1	25913511	"IDN"			"39.230.92.8"	"Laba-laba di langit rumah"	"http://sites.google.com/site/barendbeekhuizen/home/stimuli/07.pdf.jpg"	1	"di"
